text,from,from_id
подсказывать пожалуйста коллоквиум,Максим Бородин,user901364780
высоко писать весь экзамен выноситься успевать проводить,женьккк,user1313997817
здравствовать коллоквиум комбинаторика теория граф вместе декабрь,Galina,user6222538500
экзамен,женьккк,user1313997817
ааа точноточный спасибо,Максим Бородин,user901364780
экзамен это тест итоговый весь тема,Galina,user6222538500
большой колок получаться,Иван Селезнев,user1050601049
добрый вечер мочь скидывать презентация лекция пожалуйста,Anna Panina,user911482284
инф граф,Galina,user6222538500
коллоквиум расписание игнорировать говорить счет сокращение второй сектор увеличение третий коллоквиум сдвоить тема балл пара расписание приплюсоваться дополнительный,Galina,user6222538500
лекция,nirolok,user630463340
большой коллок примерный дата,Иван Селезнев,user1050601049
неделя,Galina,user6222538500
добрый день пожалуйста конспектпрезентация предыдущий лекция,Anna Panina,user911482284
добрый вечер завтра занятие дистанционно ms teams запись напоминать пока больничный знать выписывать,Galina,user6222538500
выздоравливать,Danil Rozhin,user1232626150
выздоравливать,Anton Dementev,user1124096872
выздоравливать,kirill,user6393435800
выздоравливать,арчи,user1284507498
скорый выздоровление,женьккк,user1313997817
выздоравливать,Егор,user817177912
выздоравливать,пчелошвейка,user934145073
спасибо,Galina,user6222538500
приглашать собрание teams новый собрание,Galina,user6222538500
касаться ссылка вставлять браузер присоединяться,,
сделать запись пожалуйста,Иван Селезнев,user1050601049
пожалуйста запись лекция,Anna Panina,user911482284
должный канал пока дома,Galina,user6222538500
ждать,Anna Panina,user911482284
здравствовать мочь пожалуйста скидывать запись лекция,Anna Panina,user911482284
лекция пароль роутер зато,Максим Бородин,user901364780
спасибо это помогать сдавать коллка дискра,Anna Panina,user911482284
бравл старс отменять хром,Сережа Хахххахаха,user691238404
ужас сплошной,Максим Бородин,user901364780
обращаться,Максим Бородин,user901364780
колок,Michael Rumyantsev,user304635489
вместе пятый лабый инф прийти,Дмитрий Сомов,user5795254391
последний лекция соответственно стартовать переписка пересдача,Galina,user6222538500
успевать дорога начинать консультация,Galina,user6222538500
подсказывать находить ваш канал тимс хотеть запись предыдущий лекция посмотреть,Anna Panina,user911482284
высоко пролистать скидывать ссылка дома присылать,Galina,user6222538500
запись консультация,Shafikov Maxim,user1016391777
сделать,Николай Новиков,user381124323
спасибо,Shafikov Maxim,user1016391777
приходить ссылка,,
пускать пожалуйста,Николай Новиков,user381124323
вылетать мочь впускать пожалуйста,Егор,user817177912
продублировать пожалуйста канал тимс рано ссылка собрание,Anna Panina,user911482284
galinashimanskaya,Иван Селезнев,user1050601049
здравствовать мочь давать пожалуйста билет большой коллоквиум следующий неделя подготавливаться,,
ой,Максим Бородин,user901364780
ай,nirolok,user630463340
запись консультация,Николай Новиков,user381124323
galinashimanskaya,Евгений Меньшенин,user401311369
здравствовать смочь увидеть билет следующий коллоквиум,,
галина станиславовна добрый вечер весь поток просить опубликовывать вопрос нужно готовиться сдача блок пора начинать готовиться примерно позавчера,женьккк,user1313997817
galinashimanskaya,Danil Rozhin,user1232626150
добрый день огорчать факт понедельник день начинаться сдача кр коллоквиум двойной билет обещать ргр рамка подготовка контрольный хотеться попросить исправлять вышеизложенный недочет очень хотеться подходить работа ответственно надеяться услышать,,
подождать колок январь,Restarh,user583836924
объединять второй,Anna Panina,user911482284
третий колок идея январь,Restarh,user583836924
балл остальной январь,Иван Селезнев,user1050601049
определяться число балл прохождение коллоквиум декабрь,Дмитрий Сомов,user5795254391
инф это,Restarh,user583836924
инф ноябрь гдеть поискать высоко,Иван Селезнев,user1050601049
группа,Дмитрий Сомов,user5795254391
зогадка,Иван Селезнев,user1050601049
русский учить загадка,Fluf,user752804991
это негатив друг,Fluf,user752804991
замкадка,Дмитрий Сомов,user5795254391
закадка,Fluf,user752804991
питер брат,Fluf,user752804991
закладка,Сережа Хахххахаха,user691238404
питер брат,Сережа Хахххахаха,user691238404
пхахахах,Fluf,user752804991
хороший,Fluf,user752804991
закладменапринялида,Fluf,user752804991
понимать вопрос сегодня сформировывать пока готовиться лекцмям презентация список сильно расширять,Galina,user6222538500
галина станиславовна это весь лекция казаться,sandrolek,user892025888
вроде скидывать,Galina,user6222538500
освобождаться посмотреть,Galina,user6222538500
это скрин вложение беседа,sandrolek,user892025888
спасибо,sandrolek,user892025888
вопрос коллоквиум сдавать сразу вопрос тема следующий неделя экзамен,Galina,user6222538500
спасибо вопрос каждый блок верно,sandrolek,user892025888
спасибо,женьккк,user1313997817
вопрос запись открываться,женьккк,user1313997817
сдавать это,женьккк,user1313997817
именно,Galina,user6222538500
это вторник,Galina,user6222538500
пять минута сделать файл,Galina,user6222538500
вторник сразу сдавать,женьккк,user1313997817
вопрос возвращаться,женьккк,user1313997817
экзамен идти,женьккк,user1313997817
хотеть сдавать,Дмитрий Сомов,user5795254391
наоборот хотеть сдавать,женьккк,user1313997817
идти нормально курсовой заниматься хотя вечер,женьккк,user1313997817
либо сдавать либо хватить балл,Дмитрий Сомов,user5795254391
закрывать физра,женьккк,user1313997817
алгос,Дмитрий Сомов,user5795254391
славно рано женя,sandrolek,user892025888
алгос,женьккк,user1313997817
прогва,женьккк,user1313997817
прога,женьккк,user1313997817
ждать сервак запрос сегодня написать какието,женьккк,user1313997817
ладно факт,sandrolek,user892025888
запись человек пятница выкладывать вторник туда туда записываться,Galina,user6222538500
столбец записывать количество,женьккк,user1313997817
это балл,женьккк,user1313997817
столбец просто плюсик блок сдавать,Galina,user6222538500
рассчитать время билет,Galina,user6222538500
смелый хотеть сдавать оба блок чтото пойти план пересдавать,женьккк,user1313997817
чисто бонус смелость,женьккк,user1313997817
хотеть пошутить сразу отчислять сессия время нервный,Galina,user6222538500
пятница принимать,Артём,user1351979809
вхвхвхвхвв сразу сообщение весь таблица заполняться плюсик,женьккк,user1313997817
справедливо,Артём,user1351979809
пятница сразу сдавать,Леша,user1043807980
пятница угодно записываться определенный группа,Артём,user1351979809
везде угодно,Galina,user6222538500
выписываться таблица обстоятельство,добряк,user1131995264
вопрос балл,Артём,user1351979809
выхах проставлять весь дело отменять,Galina,user6222538500
текущий балл посмотреть,Ксения,user1584328410
myitmo зачетка,Shafikov Maxim,user1016391777
galinashimanskaya,Никита,user970363814
здравствовать говорить консультация составлять среда ргр потренироваться решение задача контрольный ргр проводить сегодня вечер консультация порешить пример задача контрольный заранее спасибо,,
неплохо честно,Danil Rozhin,user1232626150
консультация понедельник разбирать тема пример задача контрольный,Lev Sinyukov,user632116981
запись,Lev Sinyukov,user632116981
пример хотеться именно попрактиковаться конкретный задача,Никита,user970363814
конспект практика последовательно разбираться вроде формат задача,Lev Sinyukov,user632116981
добрый день вопрос структура коллоквиум экзамен правильно понимать коллоквиум балл билет комбинаторика билет граф допы вопрос экзамен балл билет булев алгебра комбинаторика граф допы вопрос,женьккк,user1313997817
экзамен тест говорить,Артём,user1351979809
кр давать тема сказать число вершина графа рисовать граф голова задачка кр,Galina,user6222538500
здравствовать находить весь лекция добрый половина скидывать,Данил,user967376585
тимс лекция,Иван Селезнев,user1050601049
весь остальной комбинаторика,Иван Селезнев,user1050601049
запись кажется,Данил,user967376585
комбинаторика третий лекция последний,Данил,user967376585
комбинаторика лекция,Иван Селезнев,user1050601049
galinashimanskaya,Иван Селезнев,user1050601049
здравствовать кинуть ссылка группа тимс старый лекция посмотреть пожалуйста,,
вроде нету таковой группа,sandrolek,user892025888
подсказывать находить ваш канал тимс хотеть запись предыдущий лекция посмотреть,Иван Селезнев,user1050601049
высоко пролистать скидывать ссылка дома присылать,Иван Селезнев,user1050601049
конспект сппо вроде самый нравиться,Егор Шарыпов,user1496699521
де самый,Galina,user6222538500
насчет лекция который консультация планироваться словить орви голос слово третий пара переписка проводить больничный уходить ибо понимать конец семестр маска лекарство ко близко подходить,Galina,user6222538500
выздоравливать,Anna Panina,user911482284
спасибо,Galina,user6222538500
скорый выздоровление галина станиславовна,женьккк,user1313997817
спасибо,Galina,user6222538500
коллоквиум состояться,Anna Panina,user911482284
коллоквиум сдавать запрещать близко подходить,женьккк,user1313997817
дистанция метр,Fluf,user752804991
онлайн,женьккк,user1313997817
орать весь аудитория,женьккк,user1313997817
балл выставлять первый контрольный точка завтра доставлять также завтра пара перепись,Galina,user6222538500
маленький аудитория,Fluf,user752804991
ладно,женьккк,user1313997817
аудитория,,
большой аудитория,Fluf,user752804991
коллоквиум состояться контакт ибо ваш здоровье дорогой письменно постоять угол последить списывание плюс принимать,Galina,user6222538500
письменно это,женьккк,user1313997817
просто отвечать вопрос письменно,Fluf,user752804991
прошлый писать подходить сдавать,женьккк,user1313997817
ответ,Fluf,user752804991
принимать набирать,женьккк,user1313997817
писать,Fluf,user752804991
принимать,женьккк,user1313997817
ожидаться устно,Fluf,user752804991
сей пора ожидаться видимо,женьккк,user1313997817
вообще спать идти,Fluf,user752804991
галина станиславовна пара это сколько,kirill,user6393435800
идти спать,женьккк,user1313997817
пойти,Fluf,user752804991
спокойный ночь,женьккк,user1313997817
спокойный,Fluf,user752804991
спасибо,kirill,user6393435800
добрый день подсказывать билет кодирование пример сжатие приводить арифметический кодирование,Anna Panina,user911482284
sos,Татьяна,user328169966
чей телефон,Татьяна,user328169966
забывать,Татьяна,user328169966
вахта,Татьяна,user328169966
безопасник,Татьяна,user328169966
завтра кронва коллка,Anna Panina,user911482284
ауд,Galina,user6222538500
важный информация сожаление татьяна владимировна болеть сегодня проводить коллоквиум смочь,Galina,user6222538500
выздоравливать,Danil Rozhin,user1232626150
сдавать,Fluf,user752804991
выздоравливать,Anna Panina,user911482284
выздоравливать,Кирилл,user1962043141
выздоравливать,Олеся,user455726615
выздоравливать,Fluf,user752804991
выздоравливать,Igor Yakovlev,user1048905292
ориентировочно пятница посмотреть самочувствие спасибо,Galina,user6222538500
выздоравливать,Егор,user817177912
выздоравливать сессия сдавать пятница смочь,Виктор Иванов,user506614888
выздоравливать,Viktoria,user396881205
ох приоритет модульный тест англ колок,Fluf,user752804991
выздоравливать,Nemo,user452342761
весь день тест точно сдавать пн,Galina,user6222538500
замечательно,Fluf,user752804991
здорово,Danil Rozhin,user1232626150
спасибо болеть,Fluf,user752804991
понедельник утро сдача,Anna Panina,user911482284
выздоравливать,Anton Dementev,user1124096872
выздоравливать галина станиславовна татьяна владимировна,женьккк,user1313997817
выздоравливать,kirill,user6393435800
пятница сколько примерно,Данил,user967376585
спрашивать вчера галина станиславовна сказать,sandrolek,user892025888
точно узнавать,Виктор Иванов,user506614888
вроде пара затем,Viktoria Skoblilova,user844216932
пятница четверг утро отписываться,Galina,user6222538500
пятница время пара,Shafikov Maxim,user1016391777
понедельник,Anna Panina,user911482284
корпус ломо,Danil Rozhin,user1232626150
писать высоко,Сережа Хахххахаха,user691238404
добрый утро чувствовать завтра состояться коллоквиум,Anna Panina,user911482284
добрый утро пока мочь точно сказать точно выходить,Galina,user6222538500
коллоквиум мочь проходить принимать,Артём,user1351979809
пт итог колок,Igor Yakovlev,user1048905292
находить замена,Galina,user6222538500
понимать понимать,Igor Yakovlev,user1048905292
информация коллоквиум возможность сдавать коллоквиум уважительный причина билет домой запланировать визит ко врач тд подтверждать это документ мочь сдавать коллоквиум татьяна владимировна завтра весь остальной сдавать волна,Galina,user6222538500
просьба записываться таблица предварительно,,
татьяна владимировна,Anna Panina,user911482284
блок указывать любой случай оба блок сдавать,sandrolek,user892025888
вроде оба иначе,Maxim Nikiforov🦋,user536036487
тк последний дата,Maxim Nikiforov🦋,user536036487
понимать,Maxim Nikiforov🦋,user536036487
сессия,sandrolek,user892025888
блок второй сессия,Maxim Nikiforov🦋,user536036487
оба блок сразу,Galina,user6222538500
татьяна владимировна кронва ломо сдавать завтра,Данил,user967376585
предлагать кровна,Татьяна,user328169966
просто завтра утро ломо линейка получаться ломобыть славный,Иван Селезнев,user1050601049
ока ломо давать,Татьяна,user328169966
такси кронва заказывать удобно оттуда,женьккк,user1313997817
нормально успевать ломо,Татьяна,user328169966
ргр контрольный,Igor Yakovlev,user1048905292
ргр кидать,пчелошвейка,user934145073
кидать второй,Igor Yakovlev,user1048905292
кр модуль,пчелошвейка,user934145073
барс балл,Igor Yakovlev,user1048905292
ргр,Igor Yakovlev,user1048905292
ргр кр мочь организовывать хотеть,Galina,user6222538500
круто,Igor Yakovlev,user1048905292
очень,пчелошвейка,user934145073
давать шанс получать балл,Igor Yakovlev,user1048905292
просто считать,Igor Yakovlev,user1048905292
резонно,пчелошвейка,user934145073
зайти барс,Igor Yakovlev,user1048905292
ргр,Дмитрий Сомов,user5795254391
кр,Igor Yakovlev,user1048905292
кр,Дмитрий Сомов,user5795254391
дружище,Igor Yakovlev,user1048905292
зайти барс,Igor Yakovlev,user1048905292
правда дружище,sandrolek,user892025888
преподаватель сказать дружище,Igor Yakovlev,user1048905292
судя барс экзамен броооооооооо,женьккк,user1313997817
ока значит,Дмитрий Сомов,user5795254391
видеть,Igor Yakovlev,user1048905292
поэтому спрашивать,Igor Yakovlev,user1048905292
идти,Igor Yakovlev,user1048905292
брооооо,Igor Yakovlev,user1048905292
это значить кр балл весить,женьккк,user1313997817
это поэтому третий поставлять первый,Igor Yakovlev,user1048905292
поэтому,женьккк,user1313997817
ока,Igor Yakovlev,user1048905292
вопрос,женьккк,user1313997817
экзамен стоять,женьккк,user1313997817
это колок,Igor Yakovlev,user1048905292
это значить закрывать дискретка,женьккк,user1313997817
really,женьккк,user1313997817
блин спасибо,женьккк,user1313997817
крутой чувак,Igor Yakovlev,user1048905292
друууууууууууг,женьккк,user1313997817
сегодня коллоквиум,Курлык,user508246085
коллоквиум,,
правильно понимать условно говорить мочь завтра сдавать граф приходить январь экзамен досдать комбинаторика,nirolok,user630463340
колллка кронва,Леша,user1043807980
дайбоже,Ivan Fedorov🧩,user1038863887
давать боже,nirolok,user630463340
согласный,Леша,user1043807980
пара кронва,Леша,user1043807980
поэтому скоро коллка кронва,Леша,user1043807980
факт,nirolok,user630463340
кронва,Galina,user6222538500
бином ньютон нужный доказательство,nirolok,user630463340
пятница билет рассказывать доквом,Anna Panina,user911482284
ойвей ладно,nirolok,user630463340
сколько колок время,Fluf,user752804991
нужно записываться,nirolok,user630463340
ща,nirolok,user630463340
записывать,Fluf,user752804991
вспомнить,Fluf,user752804991
пасибо,Fluf,user752804991
информация коллоквиум возможность сдавать коллоквиум уважительный причина билет домой запланировать визит ко врач тд подтверждать это документ мочь сдавать коллоквиум татьяна владимировна завтра весь остальной сдавать волна,nirolok,user630463340
просьба записываться таблица предварительно,,
добрый утро первый волна начинать сдача успевать поликлиника,Galina,user6222538500
соответственно второй,Николай Алексеев,user1300178263
думать сдвиг второй,Galina,user6222538500
кабинет,Егор Шарыпов,user1496699521
сделать это день,Dieuvina Kilebe,user5971194054
добрый утро первый волна начинать сдача успевать поликлиника,Dieuvina Kilebe,user5971194054
сегодня сессия экзамен,Сережа Хахххахаха,user691238404
писать высоко,Сережа Хахххахаха,user691238404
пожалуйста научаться искать информация,Сережа Хахххахаха,user691238404
спасибо серьга,женьккк,user1313997817
хотеть похвалить кр написать куча флуда неприятный делать,Galina,user6222538500
ктото ответственный готовый взять роль администратор почистить чат насколько помнить разговор тема подымать следовать,Galina,user6222538500
мочь,nirolok,user630463340
назначать спасибо большой,Galina,user6222538500
минута заниматься,nirolok,user630463340
думать,nirolok,user630463340
be itmo be friendly,kirill,user6393435800
именно,nirolok,user630463340
galinashimanskaya,Евгений Меньшенин,user401311369
здравствовать проходить экзамен ждать немой,,
сдавать коллоквиум сдавать писать тест,Дмитрий Сомов,user5795254391
сдавать коллоквиум написать тест,Fluf,user752804991
действовать,Fluf,user752804991
это понятно тесто обычно рассказывать задание,Евгений Меньшенин,user401311369
находить тест,Fluf,user752804991
йеп знать очно заочно,Евгений Меньшенин,user401311369
твой предположение,женьккк,user1313997817
думать открытый доступ,женьккк,user1313997817
теоретический практический вопрос каждый написать ответ верный ответ балл,женьккк,user1313997817
экзамен писать непосредственно,Fluf,user752804991
откуда информация галина станиславовна говорить просто нигде находить это писать,Артём,user1351979809
писать коллка первый день сдача возможность написать экз тест тест написать выше,Anna Panina,user911482284
понятно спасибо,Артём,user1351979809
мочь посредственно писать твой дело,женьккк,user1313997817
информация логично,женьккк,user1313997817
тест ключевой точка,Michael Rumyantsev,user304635489
также экзамен,Дмитрий Сомов,user5795254391
тест экзамен непосредственно весь пройти тема вопрос балл каждый,Galina,user6222538500
галина станиславовна возможность написать тест дистанционно,Аша,user726865713
стоять балл балл ргр правильно понимать приходить экзамен,Shafikov Maxim,user1016391777
ргр контрольный точка,Артём,user1351979809
насчет экзамен расписание начинаться предлагать начинать,Galina,user6222538500
добрый вечер узнавать сколько именно балл коллоквиум просто табличка который практика кидать балл стоять барс просто понятно сколько неясно,Леша,user1043807980
зуб алексей,Леша,user1043807980
скидывать пожалуйста пробный вариант потренироваться,Артём,user1499212295
написать,Andrew Vabishchevich,user731843095
сдавать консультация пятница,влад,user357758731
мочь лс отвечать пожалуйста,Даня,user941501054
столько тайна столько загадка никакой ответ,Артём,user1499212295
балл актуализировать консультация плюс поставлять ргр завтра консультация переписывать кр досдать коллоквиум,Galina,user6222538500
подсказывать завтра консультация очно онлайн,Danil Rozhin,user1232626150
завтра консультация переписывать кр досдать коллоквиум вероятный очно,Maxim Bogdanov,user903755276
коллоквиум досдать письменно последний успевать дописывать последний билет,kirill,user6393435800
добрый день завтра очно,Galina,user6222538500
расписание,милана🦦,user594659197
расписание,nirolok,user630463340
параллельно думать включать тимс консультация оставаться экз мочь дом поприсутствовать,Galina,user6222538500
очный присутствие переписывать кр коллок остальной мочь прослушивать дистанционно задавать вопрос,Galina,user6222538500
ргр утро проверять консультация выставлять,Galina,user6222538500
балл какойто работа перенести кр,Даня,user941501054
просто мат анализ сделать,Даня,user941501054
закрывать контрольный точка,Даня,user941501054
коллоквиум завтра время экзамен сдавать возможно,Роман Корчагин,user5273492152
перенести балл завтра кр коллка день экзамен,Galina,user6222538500
экзамен удобно проходить тест телефонапланшетаноутбук очень хотеть проверять куча бумажка удобно сделать гуглформе,Galina,user6222538500
думать,nirolok,user630463340
говоритсяу смартфон,nirolok,user630463340
мало распечатывать бумажка просто большинство,Galina,user6222538500
просто студент кнопочный телефон,Galina,user6222538500
завтра записывать консультация счет,Сережа Хахххахаха,user691238404
нууу посмотреть самозванец,Сережа Хахххахаха,user691238404
распределять выигрыш,Сережа Хахххахаха,user691238404
вроде сдача долг,Anna Panina,user911482284
консульт,sandrolek,user892025888
очный присутствие переписывать кр коллок остальной мочь прослушивать дистанционно задавать вопрос,Сережа Хахххахаха,user691238404
ока,Anna Panina,user911482284
записывать мочь рассчитывать бутылка просекко,Galina,user6222538500
шутить запись включать,Galina,user6222538500
завтрашний консультация проверяюи проверять завтра дорога электрон итог увы консультация экзамен тесто гуглформе подводный камень ограниченный время нагуглить получаться плюс практический задача нужно прикладывать решение,Galina,user6222538500
консультация орг вопрос записывать завтра пообщаться целое основной день выставление балл,Galina,user6222538500
мочь какието примерный задание экзамен,Danil Rozhin,user1232626150
экзамен весь курс немного поготовиться побояться,Galina,user6222538500
хотя балл,Galina,user6222538500
порог оценка балл мочь приезжать просьба давать знать дистанционно работать понимать спать,Galina,user6222538500
коллка досдать день экзамен сегодня последний возможность,Олеся,user455726615
это значить экзамен понимать формулировка просто поэтому спрашивать,Олеся,user455726615
кр коллка экзамен,Galina,user6222538500
спасибо,Олеся,user455726615
допроверять весь ргр дорога вносить барс консультация начинаться,Galina,user6222538500
задерживаться минута просить прощение,Galina,user6222538500
добрый день переписка завтра кронва балл личка разгребать очень большой объем,Igor Yakovlev,user1048905292
смочь приезжать город нужный экзаменационный тест разрешать сделать присутствовать аудитория премного благодарный,Никита,user970363814
максимум балл написать,nirolok,user630463340
спасибо устраивать целый,Никита,user970363814
дистанционно балл достаточно,Michael Rumyantsev,user304635489
galinashimanskaya,nirolok,user630463340
извинять вроде хотеть сделать таблица который отмечать нужный перенос балл хотеть какиелибо долг закрывать завтра экзамен,,
пока дома таблица сделать тк планшет ноль садиться негде подзаряжать тест сдавать очно макс балл дистанционно макс балл,Galina,user6222538500
понятно,nirolok,user630463340
мочь попробовать сделать таблица,nirolok,user630463340
благодарный,Galina,user6222538500
извинять завтра экзамен расписание определенный время промежуток,Fluf,user752804991
обещать начинать экзамен,nirolok,user630463340
обязательно приходить время открываться доступ тесто гугл форма заканчиваться,Артём,user1499212295
экзаменационный тест досдача переписка,Galina,user6222538500
гдето публиковать балл большой колок,Fluf,user752804991
myitmo выставлять,Viktoria Skoblilova,user844216932
целый выставлять,Fluf,user752804991
конкретно колок хотеться посмотреть,Fluf,user752804991
дробный,женьккк,user1313997817
табличка поток,женьккк,user1313997817
главное положительный равный ноль,Fluf,user752804991
строка суммарный балл коллоквиум,Viktoria Skoblilova,user844216932
мочь вычесть оттуда результат первый коллоквиум,Viktoria Skoblilova,user844216932
либо уведомление посмотреть,Viktoria Skoblilova,user844216932
это сделать подозрение получаться опечатка,Fluf,user752804991
поэтому хотеть конкретно табличка какуюто преподователь увидеть,Fluf,user752804991
действительно глупый плохо написать большой колок страница,Fluf,user752804991
откуда,женьккк,user1313997817
получаться,Fluf,user752804991
блокнотный сверху,Fluf,user752804991
напоминать защита макс бал,Michael Rumyantsev,user304635489
это дело,Michael Rumyantsev,user304635489
балл,Fluf,user752804991
подозрение поправлять,Fluf,user752804991
выдыхать,Fluf,user752804991
переносить балл свой табличка барс барс впервые сталкиваться первый год работать мочь очепятка подозрение писать перепроверять поправлять,Galina,user6222538500
целое балл хороший оценка выходить итоговый тесто,Galina,user6222538500
итоговый,Даня,user941501054
сколька досдача,Ксения,user1584328410
подъезжать попадать досдача,Ксения,user1584328410
кабинет расписание,Danil Rozhin,user1232626150
биржа,Сережа Хахххахаха,user691238404
ребята объяснять пжпж тесто очно присутствовать,Ксения,user1584328410
нужный балл,Igor Yakovlev,user1048905292
спасибо,Ксения,user1584328410
ксения угодно,Сережа Хахххахаха,user691238404
проходить очно балл дистанционно,Galina,user6222538500
проходить аудитория обязательно вести черновик практический решение максимум балл,Galina,user6222538500
начало досдача последний человек который приходить,Galina,user6222538500
узнавать аудитория,Fluf,user752804991
дистанционно ссылка кинуть какуюто,Даня,user941501054
это ссылка тест приступать ответ приниматься,Galina,user6222538500
прикреплять решение черновик,sandrolek,user892025888
никуда это очно писать балл,Galina,user6222538500
черновик сдавать,nirolok,user630463340
сдавать,Galina,user6222538500
очно ссылка проходить,sandrolek,user892025888
тест идентичный,Galina,user6222538500
понимать отправлять тест нету форма фиогруппа,Yriy,user774744281
момент поправлять,Galina,user6222538500
перезапускать приходиться,nirolok,user630463340
скоро,Сережа Хахххахаха,user691238404
отвечать личка скрин фио,Galina,user6222538500
точно правильный ответ,влад,user357758731
фото решение личка присылать лист сдавать кудатый,Кирилл Кошкарёв,user565289812
сдавать,nirolok,user630463340
инфасотка,Сережа Хахххахаха,user691238404
первый парта сделать идти результат обрабатывать примерно,Galina,user6222538500
перепись контрольный коллоквиум,Кирилл Кошкарёв,user565289812
перепись весь писать выше,Galina,user6222538500
задание нужно решение листок писать,Артём,user1351979809
листок должно прямо полноценный оформлять решение,Олеся,user455726615
galinashimanskaya,Fluf,user752804991
прощать тэг,,
это важный,Fluf,user752804991
вчера консультация сказать,nirolok,user630463340
практический задание,nirolok,user630463340
спасибо,Fluf,user752804991
черновик просто решение оформление важный,Galina,user6222538500
результат известный,Danil Rozhin,user1232626150
обещать,Yriy,user774744281
хз,Yriy,user774744281
пока сдавать,Сережа Хахххахаха,user691238404
сдавать крыса чтоль,Fluf,user752804991
сдавать метать,Сережа Хахххахаха,user691238404
ааааа,Fluf,user752804991
жить,Fluf,user752804991
новость результат тест,Артём,user1499212295
проверять балл пятерка утверждать,Galina,user6222538500
повышать,женьккк,user1313997817
допы балл ответ вопрос,Егор,user817177912
галина станиславовна мочь посмотреть личный сообщение,kirill,user6393435800
поставлять,Артём,user1499212295
проверять минута,Galina,user6222538500
балл зачетка должный увидеть,Артём,user1499212295
лс написать,Виктор Иванов,user506614888
коллоквиум сдавать пока барс,Роман Корчагин,user5273492152
лс мочь посмотреть пожалуйста,Егор,user817177912
видимо подождатьчтоба обновляться,Galina,user6222538500
тест проверять дописывать,пчелошвейка,user934145073
вопрос,Ivan Fedorov🧩,user1038863887
экзамен появляться ргр,денис крандер,user702401646
galinashimanskaya,Егор,user817177912
извинять тег мочь пожалуйста посмотреть лс балл стоять чтото понимать,,
перепроверять,Galina,user6222538500
пока отлично утверждать,Galina,user6222538500
утверждать это вроде отлично,Fluf,user752804991
шутить,женьккк,user1313997817
неа прикидывать,Fluf,user752804991
реально,женьккк,user1313997817
принимать претензия заявка утверждать стоять,Galina,user6222538500
двойка,Galina,user6222538500
прочитывать личка пожалуйста,Миша Крылов,user831710689
весь прочитывать ока,Galina,user6222538500
утверждать тройка четверка,Galina,user6222538500
готовый хотеть сказать очень приятно весь работать интересно весело желать успех дальнейший результат порадовать отлично поработать семестр,Galina,user6222538500
спасибо семестр,Anna Panina,user911482284
спасибо,Виктор Иванов,user506614888
спокойный душа кормить чих ваш контрольный,Galina,user6222538500
спасибо большой,Кирилл Кошкарёв,user565289812
любить,Кирилл Кошкарёв,user565289812
это спасибо весь объем ваш помощь оказывать который обязанный равный получать,Ryzhkov Nikita,user570909676
спасибо семестр галина станиславовна очень интересный понятный лекция это особенно радовать очень круто открывать студент помощь отказывать уделять казаться очень личный время спасибо,женьккк,user1313997817
спасибо ваш труд понятно преподносить материал желать сила свободный время ощущение лежать огромный нагрузка,Michael Rumyantsev,user304635489
большой спасибо проделывать работа,Danil Rozhin,user1232626150
спасибо прекрасный преподаватель,Егор Макаров,user406042993
добрый вечер утверждать оценка должный появляться барс,Ruslan Kamalov,user481612130
добрый вечер идея,Galina,user6222538500
проблема небольшой камалов руслан,Ruslan Kamalov,user481612130
опа чат,Иван Селезнев,user1050601049
зайти сайт барс ру,Anna Panina,user911482284
ага,Ruslan Kamalov,user481612130
зачетка сразу подгружаться,Anna Panina,user911482284
затуплять просить прощение,Ruslan Kamalov,user481612130
аня сломать система выставление клоун,женьккк,user1313997817
хакер,Anna Panina,user911482284
это нормальный барс утверждать my itmo,Костя,user1994288719
май итмо подгружать весь барс задержка,Николай Новиков,user381124323
сразу задавать глупый вопрос слышать рано поэтому давать клоун,Michael Rumyantsev,user304635489
женя токсичный человек просто,Anna Panina,user911482284
реально женя выходить улица травка потрогать сразу клоун,Fluf,user752804991
сначала клоун наставлять токсичность удивляться,женьккк,user1313997817
первымто,женьккк,user1313997817
обращать внимание негатив,Fluf,user752804991
позитивный,Fluf,user752804991
переживать регулярно трогать травка,женьккк,user1313997817
это правильный,Fluf,user752804991
позитивный,женьккк,user1313997817
добрый вечер спрашивать поток матан база следующий семестр лекция практика,Galina,user6222538500
день час подсказывать,Ксения,user1584328410
лекция вторник ломо онлайн дублировать ибо понимать рано практика,Galina,user6222538500
добрый день поменяться поток лекция практика ломо,Galina,user6222538500
понятно писать,Виктор Иванов,user506614888
расписание стоять,вика,user599751161
выборность стоить,Кирилл Кошкарёв,user565289812
поменяться становиться,Galina,user6222538500
это выборность нужно менять,Кирилл Кошкарёв,user565289812
поток,вика,user599751161
поток идти,Виктор Иванов,user506614888
точно также,Кирилл Кошкарёв,user565289812
интересно уточнять,Galina,user6222538500
очень очень ждать,Виктор Иванов,user506614888
иметь ввиду пара,Bagdan🇧🇾,user917977382
пара стоять,Bagdan🇧🇾,user917977382
стоить расписанииразбираться,Galina,user6222538500
поток который писать,Galina,user6222538500
пара вести,Maxim Nikiforov🦋,user536036487
поток,Galina,user6222538500
сначала,Galina,user6222538500
выборность,Кирилл Кошкарёв,user565289812
таблица канал матан посмотреть поток,вика,user599751161
выбирать итмо выбирать вообще,Michael Rumyantsev,user304635489
